Freq.	V(vo)/V(vi)
5.08159442560541e+003	3.10832043909441e+001,-2.04819603919106e-001
5.09330871057176e+003	3.10831985104392e+001,-2.05291725357673e-001
5.10504999975387e+003	3.10831926027591e+001,-2.05764934895046e-001
5.11681835540288e+003	3.10831866678722e+001,-2.06239235038835e-001
5.12861383991345e+003	3.10831807055935e+001,-2.06714628300955e-001
5.14043651582406e+003	3.10831747157368e+001,-2.07191117198579e-001
5.15228644581737e+003	3.10831686982795e+001,-2.07668704256811e-001
5.16416369272051e+003	3.10831626530351e+001,-2.08147392004939e-001
5.17606831950548e+003	3.10831565798748e+001,-2.08627182978317e-001
5.18800038928941e+003	3.10831504757157e+001,-2.09108079701322e-001
5.19995996533496e+003	3.10831443463702e+001,-2.09590084755550e-001
5.21194711105060e+003	3.10831381887652e+001,-2.10073200677276e-001
5.22396188999100e+003	3.10831320026990e+001,-2.10557430024507e-001
5.23600436585730e+003	3.10831257880991e+001,-2.11042775362844e-001
5.24807460249752e+003	3.10831195448320e+001,-2.11529239263004e-001
5.26017266390686e+003	3.10831132727300e+001,-2.12016824301160e-001
5.27229861422802e+003	3.10831069656588e+001,-2.12505533024449e-001
5.28445251775160e+003	3.10831006355325e+001,-2.12995368092766e-001
5.29663443891637e+003	3.10830942761789e+001,-2.13486332064746e-001
5.30884444230968e+003	3.10830878875115e+001,-2.13978427541279e-001
5.32108259266774e+003	3.10830814693338e+001,-2.14471657128323e-001
5.33334895487600e+003	3.10830750215682e+001,-2.14966023438718e-001
5.34564359396951e+003	3.10830685440067e+001,-2.15461529090275e-001
5.35796657513321e+003	3.10830620365462e+001,-2.15958176707717e-001
5.37031796370232e+003	3.10830554990367e+001,-2.16455968921353e-001
5.38269782516267e+003	3.10830489313979e+001,-2.16954908368322e-001
5.39510622515107e+003	3.10830423334182e+001,-2.17454997690591e-001
5.40754322945560e+003	3.10830357049573e+001,-2.17956239536819e-001
5.42000890401603e+003	3.10830290429443e+001,-2.18458636543971e-001
5.43250331492412e+003	3.10830223532265e+001,-2.18962191409658e-001
5.44502652842400e+003	3.10830156325420e+001,-2.19466906781061e-001
5.45757861091249e+003	3.10830088808903e+001,-2.19972785332873e-001
5.47015962893950e+003	3.10830020981264e+001,-2.20479829744347e-001
5.48276964920832e+003	3.10829952839883e+001,-2.20988042699812e-001
5.49540873857603e+003	3.10829884324122e+001,-2.21497426854348e-001
5.50807696405382e+003	3.10829815552541e+001,-2.22007984980043e-001
5.52077439280736e+003	3.10829746463660e+001,-2.22519719743675e-001
5.53350109215715e+003	3.10829677056014e+001,-2.23032633855816e-001
5.54625712957889e+003	3.10829607327409e+001,-2.23546730031721e-001
5.55904257270381e+003	3.10829537277544e+001,-2.24062010995725e-001
5.57185748931908e+003	3.10829466874205e+001,-2.24578479457053e-001
5.58470194736808e+003	3.10829396175791e+001,-2.25096138188153e-001
5.59757601495088e+003	3.10829325151489e+001,-2.25614989912661e-001
5.61047976032448e+003	3.10829253799434e+001,-2.26135037378260e-001
5.62341325190327e+003	3.10829182117639e+001,-2.26656283338412e-001
5.63637655825932e+003	3.10829110105280e+001,-2.27178730554207e-001
5.64936974812280e+003	3.10829037760585e+001,-2.27702381792302e-001
5.66239289038231e+003	3.10828965081887e+001,-2.28227239825696e-001
5.67544605408524e+003	3.10828892067649e+001,-2.28753307433938e-001
5.68852930843819e+003	3.10828818716540e+001,-2.29280587403296e-001
5.70164272280725e+003	3.10828745026888e+001,-2.29809082525949e-001
5.71478636671844e+003	3.10828670997465e+001,-2.30338795601162e-001
5.72796030985806e+003	3.10828596565987e+001,-2.30869729394442e-001
5.74116462207304e+003	3.10828521851112e+001,-2.31401886795030e-001
5.75439937337134e+003	3.10828446791947e+001,-2.31935270583476e-001
5.76766463392227e+003	3.10828371385607e+001,-2.32469883582493e-001
5.78096047405695e+003	3.10828295632115e+001,-2.33005728625556e-001
5.79428696426858e+003	3.10828219498339e+001,-2.33542808528565e-001
5.80764417521288e+003	3.10828143043591e+001,-2.34081126175892e-001
5.82103217770848e+003	3.10828066236013e+001,-2.34620684398241e-001
5.83445104273721e+003	3.10827989073724e+001,-2.35161486053042e-001
5.84790084144457e+003	3.10827911555444e+001,-2.35703534004024e-001
5.86138164514005e+003	3.10827833679269e+001,-2.36246831121573e-001
5.87489352529753e+003	3.10827755443899e+001,-2.36791380282789e-001
5.88843655355565e+003	3.10827676847203e+001,-2.37337184370740e-001
5.90201080171820e+003	3.10827597888314e+001,-2.37884246276653e-001
5.91561634175450e+003	3.10827518564385e+001,-2.38432568896013e-001
5.92925324579975e+003	3.10827438814650e+001,-2.38982155093689e-001
5.94292158615548e+003	3.10827358756963e+001,-2.39533007858747e-001
5.95662143528986e+003	3.10827278329716e+001,-2.40085130068474e-001
5.97035286583812e+003	3.10827197531323e+001,-2.40638524646822e-001
5.98411595060295e+003	3.10827116360408e+001,-2.41193194524024e-001
5.99791076255485e+003	3.10827034784179e+001,-2.41749142616144e-001
6.01173737483253e+003	3.10826952862203e+001,-2.42306371908387e-001
6.02559586074333e+003	3.10826870561904e+001,-2.42864885330538e-001
6.03948629376355e+003	3.10826787881639e+001,-2.43424685839899e-001
6.05340874753888e+003	3.10826704819653e+001,-2.43985776400796e-001
6.06736329588480e+003	3.10826621374873e+001,-2.44548159984845e-001
6.08135001278692e+003	3.10826537544473e+001,-2.45111839568392e-001
6.09536897240143e+003	3.10826453327604e+001,-2.45676818137492e-001
6.10942024905546e+003	3.10826368721872e+001,-2.46243098682703e-001
6.12350391724748e+003	3.10826283725484e+001,-2.46810684202374e-001
6.13762005164768e+003	3.10826198306617e+001,-2.47379577681314e-001
6.15176872709842e+003	3.10826112524289e+001,-2.47949782173535e-001
6.16595001861456e+003	3.10826026345716e+001,-2.48521300676668e-001
6.18016400138390e+003	3.10825939769425e+001,-2.49094136217069e-001
6.19441075076755e+003	3.10825852793451e+001,-2.49668291827712e-001
6.20869034230037e+003	3.10825765355924e+001,-2.50243770506394e-001
6.22300285169133e+003	3.10825677575710e+001,-2.50820575384476e-001
6.23734835482393e+003	3.10825589389511e+001,-2.51398709472852e-001
6.25172692775659e+003	3.10825500796986e+001,-2.51978175833837e-001
6.26613864672309e+003	3.10825411795769e+001,-2.52558977534863e-001
6.28058358813291e+003	3.10825322383374e+001,-2.53141117650424e-001
6.29506182857171e+003	3.10825232558368e+001,-2.53724599263351e-001
6.30957344480166e+003	3.10825142318838e+001,-2.54309425462397e-001
6.32411851376192e+003	3.10825051662622e+001,-2.54895599343653e-001
6.33869711256900e+003	3.10824960528133e+001,-2.55483123968469e-001
6.35330931851716e+003	3.10824869033325e+001,-2.56072002532459e-001
6.36795520907888e+003	3.10824777116480e+001,-2.56662238110539e-001
6.38263486190521e+003	3.10824684775160e+001,-2.57253833827604e-001
6.39734835482620e+003	3.10824592007761e+001,-2.57846792815600e-001
6.41209576585134e+003	3.10824498812061e+001,-2.58441118213756e-001
6.42687717316992e+003	3.10824405186545e+001,-2.59036813168609e-001
6.44169265515149e+003	3.10824311129106e+001,-2.59633880834246e-001
6.45654229034627e+003	3.10824216636668e+001,-2.60232324369818e-001
6.47142615748555e+003	3.10824121678987e+001,-2.60832146924182e-001
6.48634433548210e+003	3.10824026312754e+001,-2.61433351714514e-001
6.50129690343062e+003	3.10823930506514e+001,-2.62035941902151e-001
6.51628394060814e+003	3.10823834258344e+001,-2.62639920677966e-001
6.53130552647444e+003	3.10823737505595e+001,-2.63245291194246e-001
6.54636174067246e+003	3.10823640366580e+001,-2.63852056744164e-001
6.56145266302877e+003	3.10823542779567e+001,-2.64460220496155e-001
6.57657837355392e+003	3.10823444742129e+001,-2.65069785669296e-001
6.59173895244292e+003	3.10823346251817e+001,-2.65680755490053e-001
6.60693448007567e+003	3.10823247307356e+001,-2.66293133193620e-001
6.62216503701733e+003	3.10823147906288e+001,-2.66906922021307e-001
6.63743070401879e+003	3.10823048046017e+001,-2.67522125221675e-001
6.65273156201712e+003	3.10822947695242e+001,-2.68138746029910e-001
6.66806769213592e+003	3.10822846911113e+001,-2.68756787753980e-001
6.68343917568585e+003	3.10822745662439e+001,-2.69376253644315e-001
6.69884609416497e+003	3.10822643946220e+001,-2.69997146978820e-001
6.71428852925922e+003	3.10822541700284e+001,-2.70619470998998e-001
6.72976656284288e+003	3.10822439042591e+001,-2.71243229089559e-001
6.74528027697892e+003	3.10822335912121e+001,-2.71868424508566e-001
6.76082975391951e+003	3.10822232304551e+001,-2.72495060563053e-001
6.77641507610645e+003	3.10822128219331e+001,-2.73123140571194e-001
6.79203632617154e+003	3.10822023654230e+001,-2.73752667857966e-001
6.80769358693711e+003	3.10821918605843e+001,-2.74383645754188e-001
6.82338694141639e+003	3.10821813072572e+001,-2.75016077600356e-001
6.83911647281398e+003	3.10821707022660e+001,-2.75649966721785e-001
6.85488226452631e+003	3.10821600513314e+001,-2.76285316518423e-001
6.87068440014201e+003	3.10821493512477e+001,-2.76922130330850e-001
6.88652296344245e+003	3.10821386017657e+001,-2.77560411529283e-001
6.90239803840211e+003	3.10821277966659e+001,-2.78200163446112e-001
6.91830970918905e+003	3.10821169477787e+001,-2.78841389560665e-001
6.93425806016538e+003	3.10821060487550e+001,-2.79484093218957e-001
6.95024317588765e+003	3.10820950994785e+001,-2.80128277824255e-001
6.96626514110737e+003	3.10820840996468e+001,-2.80773946785274e-001
6.98232404077140e+003	3.10820730490606e+001,-2.81421103519489e-001
6.99841996002242e+003	3.10820619474716e+001,-2.82069751452076e-001
7.01455298419939e+003	3.10820507946437e+001,-2.82719894016300e-001
7.03072319883801e+003	3.10820395843504e+001,-2.83371534605574e-001
7.04693068967115e+003	3.10820283283186e+001,-2.84024676762910e-001
7.06317554262930e+003	3.10820170204139e+001,-2.84679323899330e-001
7.07945784384105e+003	3.10820056572178e+001,-2.85335479453027e-001
7.09577767963356e+003	3.10819942446547e+001,-2.85993146946849e-001
7.11213513653296e+003	3.10819827794213e+001,-2.86652329836365e-001
7.12853030126487e+003	3.10819712613198e+001,-2.87313031611238e-001
7.14496326075480e+003	3.10819596899998e+001,-2.87975255766159e-001
7.16143410212869e+003	3.10819480652855e+001,-2.88639005807253e-001
7.17794291271329e+003	3.10819363869510e+001,-2.89304285247131e-001
7.19448978003666e+003	3.10819246486540e+001,-2.89971097556954e-001
7.21107479182866e+003	3.10819128622388e+001,-2.90639446363564e-001
7.22769803602137e+003	3.10819010214668e+001,-2.91309335155633e-001
7.24435960074957e+003	3.10818891260138e+001,-2.91980767477374e-001
7.26105957435121e+003	3.10818771726498e+001,-2.92653746857748e-001
7.27779804536790e+003	3.10818651671671e+001,-2.93328276907430e-001
7.29457510254535e+003	3.10818531062872e+001,-2.94004361171398e-001
7.31139083483383e+003	3.10818409897162e+001,-2.94682003226926e-001
7.32824533138870e+003	3.10818288172208e+001,-2.95361206660112e-001
7.34513868157081e+003	3.10818165885644e+001,-2.96041975065528e-001
7.36207097494702e+003	3.10818042974503e+001,-2.96724311995189e-001
7.37904230129067e+003	3.10817919556888e+001,-2.97408221160121e-001
7.39605275058203e+003	3.10817795569456e+001,-2.98093706128596e-001
7.41310241300883e+003	3.10817671009800e+001,-2.98780770528787e-001
7.43019137896667e+003	3.10817545845367e+001,-2.99469417970529e-001
7.44731973905954e+003	3.10817420133398e+001,-3.00159652147887e-001
7.46448758410032e+003	3.10817293841197e+001,-3.00851476688464e-001
7.48169500511119e+003	3.10817166965959e+001,-3.01544895252449e-001
7.49894209332421e+003	3.10817039505686e+001,-3.02239911510236e-001
7.51622894018170e+003	3.10816911456836e+001,-3.02936529137491e-001
7.53355563733682e+003	3.10816782756910e+001,-3.03634751770452e-001
7.55092227665398e+003	3.10816653523760e+001,-3.04334583205230e-001
7.56832895020939e+003	3.10816523693935e+001,-3.05036027093337e-001
7.58577575029148e+003	3.10816393265004e+001,-3.05739087146531e-001
7.60326276940146e+003	3.10816262234075e+001,-3.06443767084203e-001
7.62079010025376e+003	3.10816130598122e+001,-3.07150070635048e-001
7.63835783577655e+003	3.10815998325274e+001,-3.07858001511167e-001
7.65596606911220e+003	3.10815865471547e+001,-3.08567563507832e-001
7.67361489361783e+003	3.10815732005397e+001,-3.09278760355560e-001
7.69130440286573e+003	3.10815597862678e+001,-3.09991595763401e-001
7.70903469064394e+003	3.10815463161248e+001,-3.10706073607070e-001
7.72680585095666e+003	3.10815327838354e+001,-3.11422197615262e-001
7.74461797802482e+003	3.10815191890871e+001,-3.12139971576200e-001
7.76247116628655e+003	3.10815055316258e+001,-3.12859399287706e-001
7.78036551039767e+003	3.10814918111015e+001,-3.13580484555227e-001
7.79830110523222e+003	3.10814780212910e+001,-3.14303231142057e-001
7.81627804588292e+003	3.10814641738558e+001,-3.15027642976040e-001
7.83429642766174e+003	3.10814502624995e+001,-3.15753723836982e-001
7.85235634610034e+003	3.10814362839021e+001,-3.16481477539429e-001
7.87045789695061e+003	3.10814222439190e+001,-3.17210907988287e-001
7.88860117618517e+003	3.10814081390737e+001,-3.17942019013017e-001
7.90678627999787e+003	3.10813939691487e+001,-3.18674814483152e-001
7.92501330480434e+003	3.10813797337945e+001,-3.19409298274250e-001
7.94328234724243e+003	3.10813654328021e+001,-3.20145474272797e-001
7.96159350417280e+003	3.10813510627956e+001,-3.20883346345458e-001
7.97994687267938e+003	3.10813366294455e+001,-3.21622918448944e-001
7.99834255006990e+003	3.10813221295273e+001,-3.22364194469630e-001
8.01678063387640e+003	3.10813075566836e+001,-3.23107178273849e-001
8.03526122185579e+003	3.10812929226401e+001,-3.23851873900600e-001
8.05378441199028e+003	3.10812782209789e+001,-3.24598285233151e-001
8.07235030248799e+003	3.10812634515744e+001,-3.25346416222726e-001
8.09095899178343e+003	3.10812486139479e+001,-3.26096270824018e-001
8.10961057853802e+003	3.10812337048880e+001,-3.26847852977998e-001
8.12830516164060e+003	3.10812187300184e+001,-3.27601166713298e-001
8.14704284020800e+003	3.10812036860449e+001,-3.28356215987767e-001
8.16582371358553e+003	3.10811885666089e+001,-3.29113004739457e-001
8.18464788134750e+003	3.10811733834380e+001,-3.29871537081779e-001
8.20351544329778e+003	3.10811581302428e+001,-3.30631816972726e-001
8.22242649947031e+003	3.10811428066162e+001,-3.31393848431794e-001
8.24138115012962e+003	3.10811274123010e+001,-3.32157635490857e-001
8.26037949577139e+003	3.10811119439229e+001,-3.32923182160855e-001
8.27942163712294e+003	3.10810964071762e+001,-3.33690492546634e-001
8.29850767514382e+003	3.10810807987294e+001,-3.34459570678709e-001
8.31763771102631e+003	3.10810651122252e+001,-3.35230420568472e-001
8.33681184619594e+003	3.10810493594137e+001,-3.36003046405315e-001
8.35603018231207e+003	3.10810335338995e+001,-3.36777452219240e-001
8.37529282126842e+003	3.10810176323096e+001,-3.37553642076628e-001
8.39459986519356e+003	3.10810016604354e+001,-3.38331620141083e-001
8.41395141645154e+003	3.10809856147591e+001,-3.39111390495955e-001
8.43334757764234e+003	3.10809694950807e+001,-3.39892957267184e-001
8.45278845160249e+003	3.10809533010092e+001,-3.40676324587267e-001
8.47227414140555e+003	3.10809370261516e+001,-3.41461496541240e-001
8.49180475036272e+003	3.10809206822806e+001,-3.42248477396974e-001
8.51138038202335e+003	3.10809042599527e+001,-3.43037271229046e-001
8.53100114017548e+003	3.10808877649119e+001,-3.43827882267560e-001
8.55066712884641e+003	3.10808711936778e+001,-3.44620314662847e-001
8.57037845230328e+003	3.10808545460264e+001,-3.45414572607239e-001
8.59013521505353e+003	3.10808378215322e+001,-3.46210660299474e-001
8.60993752184558e+003	3.10808210168153e+001,-3.47008581920008e-001
8.62978547766928e+003	3.10808041376001e+001,-3.47808341747099e-001
8.64967918775651e+003	3.10807871805498e+001,-3.48609943981325e-001
8.66961875758174e+003	3.10807701391510e+001,-3.49413392800290e-001
8.68960429286259e+003	3.10807530251579e+001,-3.50218692571241e-001
8.70963589956038e+003	3.10807358322060e+001,-3.51025847493557e-001
8.72971368388068e+003	3.10807185598928e+001,-3.51834861834842e-001
8.74983775227393e+003	3.10807012049094e+001,-3.52645739844021e-001
8.77000821143591e+003	3.10806837728633e+001,-3.53458485866692e-001
8.79022516830841e+003	3.10806662602995e+001,-3.54273104169773e-001
8.81048873007970e+003	3.10806486609390e+001,-3.55089599002637e-001
8.83079900418519e+003	3.10806309864310e+001,-3.55907974800699e-001
8.85115609830791e+003	3.10806132303286e+001,-3.56728235830727e-001
8.87156012037917e+003	3.10805953923000e+001,-3.57550386429910e-001
8.89201117857904e+003	3.10805774659404e+001,-3.58374430884918e-001
8.91250938133701e+003	3.10805594629280e+001,-3.59200373672749e-001
8.93305483733251e+003	3.10805413768200e+001,-3.60028219099656e-001
8.95364765549549e+003	3.10805232072194e+001,-3.60857971542265e-001
8.97428794500703e+003	3.10805049537974e+001,-3.61689635387334e-001
8.99497581529990e+003	3.10804866100827e+001,-3.62523214970117e-001
9.01571137605912e+003	3.10804681878497e+001,-3.63358714820929e-001
9.03649473722256e+003	3.10804496775288e+001,-3.64196139263116e-001
9.05732600898155e+003	3.10804310848322e+001,-3.65035492785784e-001
9.07820530178140e+003	3.10804124063160e+001,-3.65876779795241e-001
9.09913272632206e+003	3.10803936416169e+001,-3.66720004739230e-001
9.12010839355864e+003	3.10803747843009e+001,-3.67565172012798e-001
9.14113241470204e+003	3.10803558460363e+001,-3.68412286207898e-001
9.16220490121953e+003	3.10803368173487e+001,-3.69261351709147e-001
9.18332596483535e+003	3.10803177038806e+001,-3.70112373066635e-001
9.20449571753125e+003	3.10802985022115e+001,-3.70965354748358e-001
9.22571427154717e+003	3.10802792119105e+001,-3.71820301262169e-001
9.24698173938176e+003	3.10802598326238e+001,-3.72677217128122e-001
9.26829823379302e+003	3.10802403578915e+001,-3.73536106812511e-001
9.28966386779889e+003	3.10802207993351e+001,-3.74396974980283e-001
9.31107875467783e+003	3.10802011474895e+001,-3.75259826087339e-001
9.33254300796944e+003	3.10801814079955e+001,-3.76124664757773e-001
9.35405674147504e+003	3.10801615774446e+001,-3.76991495531324e-001
9.37562006925833e+003	3.10801416553313e+001,-3.77860322988088e-001
9.39723310564590e+003	3.10801216352662e+001,-3.78731151657367e-001
9.41889596522793e+003	3.10801015289172e+001,-3.79603986269326e-001
9.44060876285875e+003	3.10800813267264e+001,-3.80478831340703e-001
9.46237161365745e+003	3.10800610343691e+001,-3.81355691559334e-001
9.48418463300849e+003	3.10800406483546e+001,-3.82234571527215e-001
9.50604793656233e+003	3.10800201682363e+001,-3.83115475888445e-001
9.52796164023603e+003	3.10799995876366e+001,-3.83998409235445e-001
9.54992586021387e+003	3.10799789181292e+001,-3.84883376362681e-001
9.57194071294795e+003	3.10799581502020e+001,-3.85770381849401e-001
9.59400631515884e+003	3.10799372894140e+001,-3.86659430447209e-001
9.61612278383615e+003	3.10799163324492e+001,-3.87550526824299e-001
9.63829023623921e+003	3.10798952787558e+001,-3.88443675687579e-001
9.66050878989764e+003	3.10798741219076e+001,-3.89338881692317e-001
9.68277856261199e+003	3.10798528734077e+001,-3.90236149698076e-001
9.70509967245440e+003	3.10798315269326e+001,-3.91135484383223e-001
9.72747223776915e+003	3.10798100818742e+001,-3.92036890497361e-001
9.74989637717337e+003	3.10797885349763e+001,-3.92940372774011e-001
9.77237220955760e+003	3.10797668915318e+001,-3.93845936048277e-001
9.79489985408648e+003	3.10797451422568e+001,-3.94753585009512e-001
9.81747943019934e+003	3.10797232986636e+001,-3.95663324584620e-001
9.84011105761083e+003	3.10797013542763e+001,-3.96575159514349e-001
9.86279485631159e+003	3.10796793056377e+001,-3.97489094583193e-001
9.88553094656888e+003	3.10796571582673e+001,-3.98405134686071e-001
9.90831944892716e+003	3.10796349026572e+001,-3.99323284562858e-001
9.93116048420882e+003	3.10796125503924e+001,-4.00243549198157e-001
9.95405417351475e+003	3.10795900949968e+001,-4.01165933387127e-001
9.97700063822501e+003	3.10795675360272e+001,-4.02090442003668e-001
9.99999999999948e+003	3.10795448698858e+001,-4.03017079896375e-001
1.00230523807785e+004	3.10795221022173e+001,-4.03945852029606e-001
1.00461579027834e+004	3.10794992234319e+001,-4.04876763207523e-001
1.00693166885175e+004	3.10794762451724e+001,-4.05809818484667e-001
1.00925288607663e+004	3.10794531608542e+001,-4.06745022721268e-001
1.01157945425985e+004	3.10794299670092e+001,-4.07682380823870e-001
1.01391138573663e+004	3.10794066691308e+001,-4.08621897811918e-001
1.01624869287064e+004	3.10793832577707e+001,-4.09563578546648e-001
1.01859138805406e+004	3.10793597444417e+001,-4.10507428138962e-001
1.02093948370763e+004	3.10793361225837e+001,-4.11453451505479e-001
1.02329299228070e+004	3.10793123887292e+001,-4.12401653609374e-001
1.02565192625135e+004	3.10792885483834e+001,-4.13352039528349e-001
1.02801629812642e+004	3.10792645919687e+001,-4.14304614176389e-001
1.03038612044156e+004	3.10792405311277e+001,-4.15259382726753e-001
1.03276140576134e+004	3.10792163592061e+001,-4.16216350150694e-001
1.03514216667929e+004	3.10791920727829e+001,-4.17175521468872e-001
1.03752841581796e+004	3.10791676772828e+001,-4.18136901816481e-001
1.03992016582900e+004	3.10791431632085e+001,-4.19100496166009e-001
1.04231742939325e+004	3.10791185420738e+001,-4.20066309747373e-001
1.04472021922074e+004	3.10790938042944e+001,-4.21034347554915e-001
1.04712854805084e+004	3.10790689553923e+001,-4.22004614773047e-001
1.04954242865227e+004	3.10790439918598e+001,-4.22977116489672e-001
1.05196187382317e+004	3.10790189101188e+001,-4.23951857805333e-001
1.05438689639120e+004	3.10789937156699e+001,-4.24928843938690e-001
1.05681750921360e+004	3.10789683989410e+001,-4.25908079941776e-001
1.05925372517723e+004	3.10789429684288e+001,-4.26889571093165e-001
1.06169555719867e+004	3.10789174235789e+001,-4.27873322575263e-001
1.06414301822426e+004	3.10788917609068e+001,-4.28859339548127e-001
1.06659612123020e+004	3.10788659737822e+001,-4.29847627145464e-001
1.06905487922260e+004	3.10788400736813e+001,-4.30838190729855e-001
1.07151930523755e+004	3.10788140510973e+001,-4.31831035424001e-001
1.07398941234119e+004	3.10787879114418e+001,-4.32826166541864e-001
1.07646521362978e+004	3.10787616512050e+001,-4.33823589303075e-001
1.07894672222977e+004	3.10787352667915e+001,-4.34823308936691e-001
1.08143395129788e+004	3.10787087636041e+001,-4.35825330793151e-001
1.08392691402115e+004	3.10786821321491e+001,-4.36829660054322e-001
1.08642562361701e+004	3.10786553808475e+001,-4.37836302131999e-001
1.08893009333337e+004	3.10786285091291e+001,-4.38845262340955e-001
1.09144033644870e+004	3.10786015133985e+001,-4.39856545971524e-001
1.09395636627203e+004	3.10785743871382e+001,-4.40870158288839e-001
1.09647819614313e+004	3.10785471417252e+001,-4.41886104790898e-001
1.09900583943246e+004	3.10785197676012e+001,-4.42904390731319e-001
1.10153930954136e+004	3.10784922701363e+001,-4.43925021558019e-001
1.10407861990201e+004	3.10784646458857e+001,-4.44948002624741e-001
1.10662378397761e+004	3.10784368880975e+001,-4.45973339253325e-001
1.10917481526234e+004	3.10784090052963e+001,-4.47001036970663e-001
1.11173172728153e+004	3.10783809968548e+001,-4.48031101201127e-001
1.11429453359167e+004	3.10783528591751e+001,-4.49063537344262e-001
1.11686324778050e+004	3.10783245856457e+001,-4.50098350773828e-001
1.11943788346709e+004	3.10782961847007e+001,-4.51135547065432e-001
1.12201845430190e+004	3.10782676557234e+001,-4.52175131694147e-001
1.12460497396687e+004	3.10782389951051e+001,-4.53217110108225e-001
1.12719745617545e+004	3.10782101962708e+001,-4.54261487732359e-001
1.12979591467274e+004	3.10781812705726e+001,-4.55308270229539e-001
1.13240036323550e+004	3.10781522083945e+001,-4.56357463010336e-001
1.13501081567225e+004	3.10781230151511e+001,-4.57409071688870e-001
1.13762728582337e+004	3.10780936872460e+001,-4.58463101777287e-001
1.14024978756111e+004	3.10780642179826e+001,-4.59519558759740e-001
1.14287833478971e+004	3.10780346157455e+001,-4.60578448327084e-001
1.14551294144547e+004	3.10780048799864e+001,-4.61639776068668e-001
1.14815362149682e+004	3.10779750070137e+001,-4.62703547545075e-001
1.15080038894437e+004	3.10779449901787e+001,-4.63769768293121e-001
1.15345325782103e+004	3.10779148409009e+001,-4.64838444093989e-001
1.15611224219203e+004	3.10778845495261e+001,-4.65909580470343e-001
1.15877735615506e+004	3.10778541213744e+001,-4.66983183151729e-001
1.16144861384028e+004	3.10778235468210e+001,-4.68059257685639e-001
1.16412602941043e+004	3.10777928372503e+001,-4.69137809907016e-001
1.16680961706090e+004	3.10777619830313e+001,-4.70218845389719e-001
1.16949939101981e+004	3.10777309894013e+001,-4.71302369913645e-001
1.17219536554807e+004	3.10776998468055e+001,-4.72388389079085e-001
1.17489755493946e+004	3.10776685665344e+001,-4.73476908772733e-001
1.17760597352074e+004	3.10776371389095e+001,-4.74567934618765e-001
1.18032063565166e+004	3.10776055693671e+001,-4.75661472454330e-001
1.18304155572510e+004	3.10775738480632e+001,-4.76757527925049e-001
1.18576874816709e+004	3.10775419865366e+001,-4.77856106976856e-001
1.18850222743695e+004	3.10775099719600e+001,-4.78957215242575e-001
1.19124200802731e+004	3.10774778126637e+001,-4.80060858650456e-001
1.19398810446421e+004	3.10774455080581e+001,-4.81167043024475e-001
1.19674053130718e+004	3.10774130543703e+001,-4.82275774157882e-001
1.19949930314931e+004	3.10773804449814e+001,-4.83387057819255e-001
1.20226443461735e+004	3.10773476881143e+001,-4.84500899989803e-001
1.20503594037173e+004	3.10773147831889e+001,-4.85617306547060e-001
1.20781383510671e+004	3.10772817264219e+001,-4.86736283336890e-001
1.21059813355041e+004	3.10772485111210e+001,-4.87857836180379e-001
1.21338885046491e+004	3.10772151486147e+001,-4.88981971155417e-001
1.21618600064630e+004	3.10771816261799e+001,-4.90108694027764e-001
1.21898959892480e+004	3.10771479520918e+001,-4.91238010861845e-001
1.22179966016480e+004	3.10771141257153e+001,-4.92369927615301e-001
1.22461619926498e+004	3.10770801432111e+001,-4.93504450213221e-001
1.22743923115834e+004	3.10770459979402e+001,-4.94641584558500e-001
1.23026877081231e+004	3.10770116981620e+001,-4.95781336770978e-001
1.23310483322884e+004	3.10769772431699e+001,-4.96923712860926e-001
1.23594743344444e+004	3.10769426261598e+001,-4.98068718767952e-001
1.23879658653030e+004	3.10769078464649e+001,-4.99216360531022e-001
1.24165230759234e+004	3.10768729123449e+001,-5.00366644325777e-001
1.24451461177131e+004	3.10768378170907e+001,-5.01519576135674e-001
1.24738351424287e+004	3.10768025568615e+001,-5.02675161995059e-001
1.25025903021765e+004	3.10767671309761e+001,-5.03833407998062e-001
1.25314117494134e+004	3.10767315447035e+001,-5.04994320335406e-001
1.25602996369480e+004	3.10766957972521e+001,-5.06157905127495e-001
1.25892541179410e+004	3.10766598788712e+001,-5.07324168381600e-001
1.26182753459060e+004	3.10766237978081e+001,-5.08493116373779e-001
1.26473634747108e+004	3.10765875532943e+001,-5.09664755266179e-001
1.26765186585777e+004	3.10765511415812e+001,-5.10839091193128e-001
1.27057410520847e+004	3.10765145558357e+001,-5.12016130258568e-001
1.27350308101659e+004	3.10764778043477e+001,-5.13195878796501e-001
1.27643880881127e+004	3.10764408863482e+001,-5.14378343025742e-001
1.27938130415745e+004	3.10764037949906e+001,-5.15563529092249e-001
1.28233058265595e+004	3.10763665295220e+001,-5.16751443243320e-001
1.28528665994354e+004	3.10763290981712e+001,-5.17942091870008e-001
1.28824955169306e+004	3.10762914881414e+001,-5.19135481074703e-001
1.29121927361346e+004	3.10762537075969e+001,-5.20331617276214e-001
1.29419584144991e+004	3.10762157557566e+001,-5.21530506779926e-001
1.29717927098388e+004	3.10761776288703e+001,-5.22732155860565e-001
1.30016957803322e+004	3.10761393200217e+001,-5.23936570762053e-001
1.30316677845222e+004	3.10761008405002e+001,-5.25143758008058e-001
1.30617088813177e+004	3.10760621805217e+001,-5.26353723830146e-001
